Milestones;;;;;;Phases;;;;;;Tasks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N;M.Name;M.StartDate;M.EndDate;Previous.M;Next.M;N;P.Name;P.StartDate;P.EndDate;P.Previous;P.Requirements;T.Name;ID;T.Start;T.End;T.Duration;T.Men;T.Previous;T.Team;4DObject;T.Level;ObjectsCount;T.Zone;T.describtion;T.State;Constraint;Information;Materials;Man Power;Equipement;Safety;Space;TeamName;TeamColor;T.Boss;T.BossMail;T.BossPhone;;Holidays;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Fin de preparation;lundi 07 septembre 2020;vendredi 30 octobre 2020;N/A;Travaux TCE;1;Periode de preparation;lundi 07 septembre 2020;vendredi 18 septembre 2020;;Permis delivres;Preparation chantier;101;lundi 07 septembre 2020;vendredi 18 septembre 2020;10;8;;EqE;513412;RDC;;;Task describtion here;Not Ready;Yes;Yes;Yes;Yes;Yes;Yes;Yes;EqA;Redish;Leonardo Vinci;LeoVinci@vinci.fr;00 33 11 22 33 44 55;Leon Battista Alberti,Mariotto Albertinelli,Alessandro Fei,Alessandro Allori, Bartolomeo Ammannati,Andrea del Sarto;mercredi 11 novembre 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;2;Travaux File 18;vendredi 25 septembre 2020;mardi 09 fevrier 2021;1;Requirements Exemple Text;Echafaudage 1;112;vendredi 25 septembre 2020;jeudi 01 octobre 2020;5;4;104;EqC;;;;B;Task describtion here;Not Ready;No;No;No;No;No;No;No;;;;;;;jeudi 31 decembre 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Depose couvertines;113;jeudi 01 octobre 2020;vendredi 02 octobre 2020;2;4;112;EqC;575138,575139,575140,575141,575142,575143,575144,575145,575146,575190,575191,575192,575193,575194,575195,575196,575197,575198,575199,575200,575201,575226,575227,575228,575229,575230,575231,575232,575233,575234,575235,575236,575237,575242,575243,575244,575245,575246,575247,575248,575249,575250,575251,575252,575253,575258,575259,575260,575261,575262,575263,575264,575265,575266,575267,575268,575269,575274,575275,575276,575277,575278,575279,575280,575281,575282,575283,575284,575285,575290,575291,575292,575293,575294,575295,575296,575297,575298,575303,575304,575305,575306,575307,575308,575309,575310,575311,575312,575313,575314,575316,575317,575318,575319,575320,575321,575322,575323,575324,575325,575326,575327,575329,575330,575331,575332,575333,575334,575335,575336,575337,575338,575339,575340,575342,575343,575344,575345,575346,575347,575348,575349,575350,575351,575352,575353,575355,575356,575357,575358,575359,575360,575361,575362,575363,575364,575365,575366;;;B;Task describtion here;Not Ready;No;No;No;No;No;No;No;;;;;;;vendredi 01 janvier 2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Depose des scotchs 1;114;vendredi 02 octobre 2020;mardi 06 octobre 2020;3;4;113;EqC;575138,575139,575140,575141,575142,575143,575144,575145,575146,575190,575191,575192,575193,575194,575195,575196,575197,575198,575199,575200,575201,575226,575227,575228,575229,575230,575231,575232,575233,575234,575235,575236,575237,575242,575243,575244,575245,575246,575247,575248,575249,575250,575251,575252,575253,575258,575259,575260,575261,575262,575263,575264,575265,575266,575267,575268,575269,575274,575275,575276,575277,575278,575279,575280,575281,575282,575283,575284,575285,575290,575291,575292,575293,575294,575295,575296,575297,575298,575303,575304,575305,575306,575307,575308,575309,575310,575311,575312,575313,575314,575316,575317,575318,575319,575320,575321,575322,575323,575324,575325,575326,575327,575329,575330,575331,575332,575333,575334,575335,575336,575337,575338,575339,575340,575342,575343,575344,575345,575346,575347,575348,575349,575350,575351,575352,575353,575355,575356,575357,575358,575359,575360,575361,575362,575363,575364,575365,575366;;;B;Task describtion here;Not Ready;No;No;No;No;No;No;No;;;;;;;samedi 02 janvier 2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Solidarisation des panneaux sur structures;115;mardi 06 octobre 2020;lundi 26 octobre 2020;15;4;114;EqA;575138,575139,575140,575141,575142,575143,575144,575145,575146,575190,575191,575192,575193,575194,575195,575196,575197,575198,575199,575200,575201,575226,575227,575228,575229,575230,575231,575232,575233,575234,575235,575236,575237,575242,575243,575244,575245,575246,575247,575248,575249,575250,575251,575252,575253,575258,575259,575260,575261,575262,575263,575264,575265,575266,575267,575268,575269,575274,575275,575276,575277,575278,575279,575280,575281,575282,575283,575284,575285,575290,575291,575292,575293,575294,575295,575296,575297,575298,575303,575304,575305,575306,575307,575308,575309,575310,575311,575312,575313,575314,575316,575317,575318,575319,575320,575321,575322,575323,575324,575325,575326,575327,575329,575330,575331,575332,575333,575334,575335,575336,575337,575338,575339,575340,575342,575343,575344,575345,575346,575347,575348,575349,575350,575351,575352,575353,575355,575356,575357,575358,575359,575360,575361,575362,575363,575364,575365,575366;;;B;Task describtion here;Not Ready;No;No;No;No;No;No;No;;;;;;;dimanche 03 janvier 2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Injection resine appuis panneaux;116;mercredi 28 octobre 2020;mercredi 09 decembre 2020;30;4;115;EqB;575138,575139,575140,575141,575142,575143,575144,575145,575146,575190,575191,575192,575193,575194,575195,575196,575197,575198,575199,575200,575201,575226,575227,575228,575229,575230,575231,575232,575233,575234,575235,575236,575237,575242,575243,575244,575245,575246,575247,575248,575249,575250,575251,575252,575253,575258,575259,575260,575261,575262,575263,575264,575265,575266,575267,575268,575269,575274,575275,575276,575277,575278,575279,575280,575281,575282,575283,575284,575285,575290,575291,575292,575293,575294,575295,575296,575297,575298,575303,575304,575305,575306,575307,575308,575309,575310,575311,575312,575313,575314,575316,575317,575318,575319,575320,575321,575322,575323,575324,575325,575326,575327,575329,575330,575331,575332,575333,575334,575335,575336,575337,575338,575339,575340,575342,575343,575344,575345,575346,575347,575348,575349,575350,575351,575352,575353,575355,575356,575357,575358,575359,575360,575361,575362,575363,575364,575365,575366;;;B;Task describtion here;Not Ready;No;No;No;No;No;No;No;;;;;;;lundi 05 avril 2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Rebouchage mortier et pose de scotch;117;mercredi 09 decembre 2020;mardi 05 janvier 2021;10;5;116;EqB;575138,575139,575140,575141,575142,575143,575144,575145,575146,575190,575191,575192,575193,575194,575195,575196,575197,575198,575199,575200,575201,575226,575227,575228,575229,575230,575231,575232,575233,575234,575235,575236,575237,575242,575243,575244,575245,575246,575247,575248,575249,575250,575251,575252,575253,575258,575259,575260,575261,575262,575263,575264,575265,575266,575267,575268,575269,575274,575275,575276,575277,575278,575279,575280,575281,575282,575283,575284,575285,575290,575291,575292,575293,575294,575295,575296,575297,575298,575303,575304,575305,575306,575307,575308,575309,575310,575311,575312,575313,575314,575316,575317,575318,575319,575320,575321,575322,575323,575324,575325,575326,575327,575329,575330,575331,575332,575333,575334,575335,575336,575337,575338,575339,575340,575342,575343,575344,575345,575346,575347,575348,575349,575350,575351,575352,575353,575355,575356,575357,575358,575359,575360,575361,575362,575363,575364,575365,575366;;;B;Task describtion here;Not Ready;No;No;No;No;No;No;No;;;;;;;jeudi 13 mai 2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Nettoyage facade - Refections ponctuelles - Aerogommage;118;mardi 05 janvier 2021;lundi 25 janvier 2021;15;4;117;EqD;575138,575139,575140,575141,575142,575143,575144,575145,575146,575190,575191,575192,575193,575194,575195,575196,575197,575198,575199,575200,575201,575226,575227,575228,575229,575230,575231,575232,575233,575234,575235,575236,575237,575242,575243,575244,575245,575246,575247,575248,575249,575250,575251,575252,575253,575258,575259,575260,575261,575262,575263,575264,575265,575266,575267,575268,575269,575274,575275,575276,575277,575278,575279,575280,575281,575282,575283,575284,575285,575290,575291,575292,575293,575294,575295,575296,575297,575298,575303,575304,575305,575306,575307,575308,575309,575310,575311,575312,575313,575314,575316,575317,575318,575319,575320,575321,575322,575323,575324,575325,575326,575327,575329,575330,575331,575332,575333,575334,575335,575336,575337,575338,575339,575340,575342,575343,575344,575345,575346,575347,575348,575349,575350,575351,575352,575353,575355,575356,575357,575358,575359,575360,575361,575362,575363,575364,575365,575366;;;B;Task describtion here;Not Ready;No;No;No;No;No;No;No;;;;;;;lundi 24 mai 2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Pose couvertines et bardage 1;119;mercredi 20 janvier 2021;lundi 25 janvier 2021;4;4;117;EqA;575138,575139,575140,575141,575142,575143,575144,575145,575146,575190,575191,575192,575193,575194,575195,575196,575197,575198,575199,575200,575201,575226,575227,575228,575229,575230,575231,575232,575233,575234,575235,575236,575237,575242,575243,575244,575245,575246,575247,575248,575249,575250,575251,575252,575253,575258,575259,575260,575261,575262,575263,575264,575265,575266,575267,575268,575269,575274,575275,575276,575277,575278,575279,575280,575281,575282,575283,575284,575285,575290,575291,575292,575293,575294,575295,575296,575297,575298,575303,575304,575305,575306,575307,575308,575309,575310,575311,575312,575313,575314,575316,575317,575318,575319,575320,575321,575322,575323,575324,575325,575326,575327,575329,575330,575331,575332,575333,575334,575335,575336,575337,575338,575339,575340,575342,575343,575344,575345,575346,575347,575348,575349,575350,575351,575352,575353,575355,575356,575357,575358,575359,575360,575361,575362,575363,575364,575365,575366;;;B;Task describtion here;Not Ready;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Peintures et Lasure;120;jeudi 21 janvier 2021;mercredi 03 fevrier 2021;10;4;118,119;EqD;575138,575139,575140,575141,575142,575143,575144,575145,575146,575190,575191,575192,575193,575194,575195,575196,575197,575198,575199,575200,575201,575226,575227,575228,575229,575230,575231,575232,575233,575234,575235,575236,575237,575242,575243,575244,575245,575246,575247,575248,575249,575250,575251,575252,575253,575258,575259,575260,575261,575262,575263,575264,575265,575266,575267,575268,575269,575274,575275,575276,575277,575278,575279,575280,575281,575282,575283,575284,575285,575290,575291,575292,575293,575294,575295,575296,575297,575298,575303,575304,575305,575306,575307,575308,575309,575310,575311,575312,575313,575314,575316,575317,575318,575319,575320,575321,575322,575323,575324,575325,575326,575327,575329,575330,575331,575332,575333,575334,575335,575336,575337,575338,575339,575340,575342,575343,575344,575345,575346,575347,575348,575349,575350,575351,575352,575353,575355,575356,575357,575358,575359,575360,575361,575362,575363,575364,575365,575366;;;B;Task describtion here;Not Ready;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Depose echaffaudage et nettoyage;121;mercredi 03 fevrier 2021;mardi 09 fevrier 2021;5;4;120;EqC;;;;B;Task describtion here;Not Ready;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;3;Renforcement panneaux ajoures;lundi 28 septembre 2020;mardi 27 octobre 2020;2;Requirements Exemple Text;Etaiement;122;lundi 28 septembre 2020;vendredi 02 octobre 2020;5;4;104;EqC;513119,513120,513121,513122,513123,513124,513125,517682,517698,575380,575381,575382,575383,575384,575385,575386,575387,575388;;;B;Task describtion here;Not Ready;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
